"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","전화번호","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","좌표정보(X)","좌표정보(Y)","판매점영업면적"
"3150000","PHMH320173150037087500003","2017-01-03","          ","03","폐업","03","폐업","2017-12-07","          ","          ","","          ","서울특별시 강서구 등촌동 698번지","서울특별시 강서구 공항대로41길 76, 104호 (등촌동, 로얄프라자)","07587","(주)코리아세븐 강서등촌로얄점","2017-12-07 15:32:34","I","2026-04-28 22:01:05","186398.02357821     ","450973.992392374    ","42"
"3200000","PHMH320183200033087500014","2018-04-27","          ","03","폐업","03","폐업","2020-04-24","          ","          ","","          ","서울특별시 관악구 봉천동 196번지 40호 봉천M빌","서울특별시 관악구 낙성대역길 111, 봉천M빌 지하1층 (봉천동)","08793","세븐일레븐 낙성대역길점","2020-04-27 11:00:19","I","2026-04-26 22:00:59","196820.914441313    ","441326.543774706    ",""
"3150000","PHMH320173150037087500004","2017-01-09","          ","03","폐업","03","폐업","2018-05-09","          ","          ","","          ","서울특별시 강서구 화곡동 854번지 1호","서울특별시 강서구 국회대로7길 101, 102호 (화곡동, 삼성아파트)","07787","씨유 화곡삼성점","2018-05-09 15:55:28","I","2026-04-28 22:00:58","187137.650939893    ","447456.838723466    ","56"
"3200000","PHMH320183200033087500015","2018-04-27","          ","03","폐업","03","폐업","2019-09-19","          ","          ","","          ","서울특별시 관악구 봉천동 41번지 202호","서울특별시 관악구 은천로35나길 2, 지하1층 (봉천동)","08728","GS25봉천래인점","2019-09-19 17:32:18","I","2026-04-26 22:00:59","195854.477831778    ","442748.844675788    ",""
"3200000","PHMH320183200033087500016","2018-05-18","          ","03","폐업","03","폐업","2020-12-11","          ","          ","","          ","서울특별시 관악구 신림동 1678번지 20호","서울특별시 관악구 난곡로34나길 17, 1층 (신림동)","08853","GS25 관악스마일점","2020-12-11 13:12:29","I","2026-04-26 22:00:59","192985.507642222    ","441182.552775769    ",""
"3200000","PHMH320183200033087500018","2018-06-01","          ","03","폐업","03","폐업","2022-06-24","          ","          ","","          ","서울특별시 관악구 신림동 1429번지 1호","서울특별시 관악구 신림로 391, 1층 (신림동)","08707","GS25 당곡사거리점","2022-06-24 16:24:35","I","2026-04-26 22:00:59","193547.481187712    ","442986.213945228    ",""
"3200000","PHMH320183200033087500019","2018-06-08","          ","03","폐업","03","폐업","2022-01-28","          ","          ","","          ","서울특별시 관악구 신림동 1546번지 5호","서울특별시 관악구 신림로19길 46-8 (신림동)","08819","GS25 신림고시촌점","2022-01-28 17:50:33","I","2026-04-26 22:00:59","194202.12772051     ","440706.009470394    ",""
"3200000","PHMH320183200033087500020","2018-07-13","          ","03","폐업","03","폐업","2023-07-04","          ","          ","","          ","서울특별시 관악구 봉천동 1684번지 24호","서울특별시 관악구 솔밭로 11-1, 1층 (봉천동)","08742","세븐일레븐 관악동산점","2023-07-04 16:27:27","I","2026-04-26 22:00:59","196644.47328791     ","441832.204653119    ",""
"3200000","PHMH320183200033087500023","2018-08-17","          ","03","폐업","03","폐업","2025-01-08","          ","          ","","          ","서울특별시 관악구 봉천동 180번지 205호","서울특별시 관악구 인헌길 141, 1층 (봉천동)","08800","GS25 인헌마루점","2025-01-08 15:50:13","I","2026-04-26 22:00:59","197154.399794655    ","440822.536491499    ",""
"3200000","PHMH320183200033087500032","2018-10-15","          ","03","폐업","03","폐업","2020-07-06","          ","          ","","          ","서울특별시 관악구 신림동 1741번지","서울특별시 관악구 남부순환로194길 43, 103동 B02호 (신림동)","08780","이마트24 관악하이점","2020-07-06 16:45:51","I","2026-04-26 22:00:59","194203.24814923     ","442293.613455082    ",""
"3200000","PHMH320183200033087500033","2018-10-15","          ","03","폐업","03","폐업","2020-07-06","          ","          ","","          ","서울특별시 관악구 봉천동 968번지 44호","서울특별시 관악구 봉천로 275, 1층 (봉천동)","08720","이마트24 관악보라매점","2020-07-06 16:46:02","I","2026-04-26 22:00:59","193914.57891726     ","442865.37778048     ",""
"3200000","PHMH320183200033087500034","2018-10-16","          ","03","폐업","03","폐업","2020-08-27","          ","          ","","          ","서울특별시 관악구 봉천동 1597번지 1호 우남네오폴리스","서울특별시 관악구 관악로 144, 1층 (봉천동)","08791","GS25 서울대역점","2020-08-27 14:36:15","I","2026-04-26 22:00:59","195734.652923861    ","441754.056240254    ",""
"3200000","PHMH320183200033087500035","2018-10-23","          ","03","폐업","03","폐업","2024-06-12","          ","          ","","          ","서울특별시 관악구 봉천동 1656번지 22호","서울특별시 관악구 남부순환로 1964, 1층 (봉천동)","08793","이마트24(까치고개점)","2024-06-12 18:57:42","I","2026-04-26 22:00:59","196997.453585186    ","441478.630537207    ",""
"3200000","PHMH320183200033087500038","2018-11-01","          ","03","폐업","03","폐업","2020-05-01","          ","          ","","          ","서울특별시 관악구 신림동 11번지 18호","서울특별시 관악구 남부순환로 1626-1 (신림동)","08777","GS25 관악서원점","2020-05-01 14:33:46","I","2026-04-26 22:00:59","193857.934176134    ","442448.272562531    ",""
"3200000","PHMH320183200033087500039","2018-11-05","          ","03","폐업","03","폐업","2022-03-10","          ","          ","","          ","서울특별시 관악구 신림동 255번지 35호","서울특별시 관악구 대학14길 15 (신림동)","08820","CU 관악고시촌점","2022-03-10 17:39:52","I","2026-04-26 22:00:59","194330.607282095    ","440463.242678869    ",""
"3200000","PHMH320183200033087500040","2018-11-06","          ","03","폐업","03","폐업","2022-01-12","          ","          ","","          ","서울특별시 관악구 신림동 103번지 122호","서울특별시 관악구 서림길 112, 1층 (신림동)","08839","이마트24 서울대모두점","2022-01-13 10:32:49","I","2026-04-26 22:00:59","194613.201399946    ","441024.711018265    ",""
"3200000","PHMH320183200033087500042","2018-11-26","          ","03","폐업","03","폐업","2021-12-27","          ","          ","","          ","서울특별시 관악구 신림동 92번지 107호","서울특별시 관악구 신림로46길 24, 지하1층 (신림동)","08781","세븐일레븐 관악서원점","2021-12-27 16:16:57","I","2026-04-26 22:00:59","194149.45330899     ","441849.728858139    ",""
"3200000","PHMH320183200033087500044","2018-12-06","          ","03","폐업","03","폐업","2023-12-05","          ","          ","","          ","서울특별시 관악구 신림동 1717번지 신림동두영아파트","서울특별시 관악구 미성길 60, 신림동두영아파트 1층 및 지하1층 (신림동)","08865","씨유 관악플러스점","2023-12-05 18:37:40","I","2026-04-26 22:01:01","192314.98020026     ","441405.476175492    ",""
"3200000","PHMH320183200033087500048","2018-12-31","          ","03","폐업","03","폐업","2022-09-20","          ","          ","","          ","서울특별시 관악구 신림동 1639번지 51호 푸리마타운","서울특별시 관악구 관천로 38, 101호 (신림동, 푸리마타운)","08776","미니스톱 신림푸리마점","2022-09-20 17:16:37","I","2026-04-26 22:00:59","193515.128750387    ","442357.981026767    ",""
"3150000","PHMH320173150037087500005","2017-01-09","          ","03","폐업","03","폐업","2024-05-20","          ","          ","","          ","서울특별시 강서구 화곡동 24번지 126호","서울특별시 강서구 화곡로42가길 9, 1층 101호 (화곡동, 그랜드오피스텔)","07679","GS25 화곡공원점","2024-05-20 13:32:25","I","2026-04-28 22:00:58","186306.388564577    ","449335.217506391    ","33"
"3150000","PHMH320173150037087500006","2017-01-10","          ","03","폐업","03","폐업","2020-12-28","          ","          ","02-2666-5052","          ","서울특별시 강서구 공항동 1340번지","서울특별시 강서구 남부순환로11길 28, 1층 (공항동)","07628","GS25 강서송정점","2020-12-30 14:49:15","I","2026-04-28 22:00:58","183595.654551909    ","450285.070346197    ","73"
"3150000","PHMH320173150037087500008","2017-01-19","          ","03","폐업","03","폐업","2018-02-02","          ","          ","","          ","서울특별시 강서구 마곡동 716번지","서울특별시 강서구 양천로30길 77, 110동 101호 (마곡동, 한솔솔파크아파트)","07595","씨유 마곡한솔점","2018-02-02 16:05:21","I","2026-04-28 22:00:58","184321.324564628    ","451947.214463816    ","89"
"3150000","PHMH320173150037087500010","2017-02-10","          ","03","폐업","03","폐업","2019-08-06","          ","          ","","          ","서울특별시 강서구 마곡동 776번지 2호","서울특별시 강서구 양천로 344, 115호 (마곡동, 대방디엠시티오피스텔1차)","07791","씨유 마곡DM시티점","2019-08-08 13:39:09","I","2026-04-28 22:00:58","185827.239418328    ","451790.699502971    ","35"
"3150000","PHMH320173150037087500011","2017-02-16","          ","03","폐업","03","폐업","2019-03-18","          ","          ","","          ","서울특별시 강서구 화곡동 1122번지 1호","서울특별시 강서구 까치산로 151, 101호 (화곡동)","07657","GS25 강서본점","2019-03-19 15:37:52","I","2026-04-28 22:00:58","186857.088775601    ","449869.433474683    ","66"
"3150000","PHMH320173150037087500012","2017-02-21","          ","03","폐업","03","폐업","2019-06-04","          ","          ","","          ","서울특별시 강서구 마곡동 774번지 4호","서울특별시 강서구 공항대로 227, 104호 (마곡동, 마곡센트럴타워Ⅰ)","07802","(주)코리아세븐 마곡센트럴점","2019-06-05 13:39:32","I","2026-04-28 22:01:05","185150.32136415     ","450822.870557532    ","123"
"3150000","PHMH320173150037087500013","2017-02-22","          ","03","폐업","03","폐업","2023-08-23","          ","          ","","          ","서울특별시 강서구 방화동 132번지 12호","서울특별시 강서구 방화대로50길 17, 1층 (방화동)","07518","지에스25 방화한숲점","2023-08-23 17:56:48","I","2026-04-28 22:00:58","183846.868344957    ","452730.209311733    ","53"
"3130000","PHMH320123130033087500137","2012-11-13","          ","03","폐업","03","폐업","2018-06-22","          ","          ","","121-846   ","서울특별시 마포구 성산동 209번지 1호","서울특별시 마포구 월드컵북로 78 (성산동)","03978","씨유 성산진영점","2018-06-22 17:19:35","I","2026-05-02 22:31:49","192513.961688702    ","450966.302367257    ",""
"3130000","PHMH320123130033087500138","2012-11-13","          ","03","폐업","03","폐업","2016-04-25","          ","          ","","121-827   ","서울특별시 마포구 망원동 482번지 9호","서울특별시 마포구 월드컵로 111, 101호 (망원동)","03963","씨유 망원사거리점","2016-04-25 17:07:28","I","2026-05-02 22:31:49","191783.482359827    ","450660.899713462    ",""
"3130000","PHMH320123130033087500139","2012-11-13","          ","03","폐업","03","폐업","2019-07-22","          ","          ","","121-850   ","서울특별시 마포구 성산동 592번지 6호","서울특별시 마포구 월드컵로 190, 105호 (성산동)","03938","씨유 월드컵공원점","2019-07-22 14:16:43","I","2026-05-02 22:31:49","191384.752419064    ","451328.488369456    ",""
"3130000","PHMH320123130033087500142","2012-11-13","          ","03","폐업","03","폐업","2019-05-03","          ","          ","","121-865   ","서울특별시 마포구 연남동 229번지 13호","서울특별시 마포구 동교로 261-1, 1층 (연남동)","03983","씨유 마포연남점","2019-05-03 15:33:03","I","2026-05-02 22:31:49","193310.662232032    ","451216.637157301    ",""
"3130000","PHMH320123130033087500143","2012-11-13","          ","03","폐업","03","폐업","2016-10-19","          ","          ","","121-885   ","서울특별시 마포구 합정동 381번지 25호","서울특별시 마포구 양화로 32, 1층 (합정동)","04070","씨유 합정비젼점","2016-10-19 14:55:35","I","2026-05-02 22:31:49","192215.563181368    ","449591.043560446    ",""
"3130000","PHMH320123130033087500144","2012-11-13","          ","03","폐업","03","폐업","2023-10-06","          ","          ","","121-846   ","서울특별시 마포구 성산동 232번지 4호","서울특별시 마포구 월드컵북로 69, 1층 (성산동)","03999","세븐일레븐 마포성산본점","2023-10-06 16:41:35","I","2026-05-02 22:31:49","192537.843021335    ","450850.120323981    ",""
"3130000","PHMH320123130033087500145","2012-11-14","          ","03","폐업","03","폐업","2014-07-01","          ","          ","","121-784   ","서울특별시 마포구 도화동 559번지","서울특별시 마포구 마포대로 53, C동 109호 (도화동, 마포트라팰리스)","     ","씨유 트라팰리스점","2014-07-01 16:40:29","I","2026-05-02 22:31:49","195266.07314617     ","448799.641804029    ",""
"3130000","PHMH320123130033087500146","2012-11-14","          ","03","폐업","03","폐업","2013-08-01","          ","          ","","121-808   ","서울특별시 마포구 대흥동 5번지 3호","서울특별시 마포구 숭문길 146, 1층 (대흥동)","     ","씨유 마포대흥점","2014-09-01 13:28:23","I","2026-05-02 22:31:49","                    ","                    ",""
"3130000","PHMH320123130033087500147","2012-11-14","          ","03","폐업","03","폐업","2014-06-10","          ","          ","","121-827   ","서울특별시 마포구 망원동 478번지 4호","서울특별시 마포구 월드컵로 139, 101호 (망원동)","     ","씨유 마포구청점","2014-06-10 17:05:02","I","2026-05-02 22:31:49","191617.1407938      ","450895.734534469    ",""
"3130000","PHMH320123130033087500148","2012-11-14","          ","03","폐업","03","폐업","2012-11-20","          ","          ","","121-904   ","서울특별시 마포구 상암동 1630번지","서울특별시 마포구 월드컵북로43길 11, B101호 (상암동, 휴먼시아가동)","     ","코리아세븐 상암휴먼시아점","2014-01-22 14:25:25","I","2026-05-02 22:31:49","190755.318673003    ","452448.732440867    ",""
"3130000","PHMH320123130033087500149","2012-11-14","          ","03","폐업","03","폐업","2016-01-20","          ","          ","","121-807   ","서울특별시 마포구 노고산동 56번지 74호","서울특별시 마포구 서강로 119, 1층 (노고산동)","04057","씨유 신촌그랜드점","2016-01-20 16:41:53","I","2026-05-02 22:31:49","194093.05893977     ","450190.549493376    ",""
"3130000","PHMH320123130033087500150","2012-11-14","          ","03","폐업","03","폐업","2013-04-08","          ","          ","","121-841   ","서울특별시 마포구 서교동 490번지","서울특별시 마포구 양화로 45, 219호 (서교동, 메세나폴리스몰)","     ","세븐일레븐 메세나폴리스2호점","2014-01-22 14:40:00","I","2026-05-02 22:31:49","192311.642580307    ","449855.643910445    ",""
"3130000","PHMH320123130033087500151","2012-11-14","          ","03","폐업","03","폐업","2018-12-21","          ","          ","","121-896   ","서울특별시 마포구 서교동 441번지 17호","서울특별시 마포구 월드컵로14길 5, 1층 (서교동)","03996","씨유 마포제일점","2018-12-21 13:34:29","I","2026-05-02 22:31:49","192038.724356593    ","450419.72342978     ",""
"3130000","PHMH320123130033087500152","2012-11-14","          ","03","폐업","03","폐업","2022-10-27","          ","          ","","          ","서울특별시 마포구 서교동 399번지 24호 101호","서울특별시 마포구 양화로6길 67, 101호 (서교동)","04047","씨유 합정태양점","2022-10-27 14:44:07","I","2026-05-02 22:31:49","192683.268760741    ","449608.324922344    ",""
"3130000","PHMH320123130033087500154","2012-11-14","          ","03","폐업","03","폐업","2014-01-22","          ","          ","","121-859   ","서울특별시 마포구 아현동 347번지 9호","서울특별시 마포구 신촌로 234-1, 1층 (아현동)","     ","세븐일레븐 아현웨딩타운점","2014-01-22 16:01:25","I","2026-05-02 22:31:50","195659.286112846    ","450513.545646774    ",""
"3130000","PHMH320123130033087500155","2012-11-14","          ","03","폐업","03","폐업","2013-05-27","          ","          ","","121-030   ","서울특별시 마포구 신공덕동 170번지","서울특별시 마포구 백범로 230, 1층 (신공덕동, 브라운스톤공덕아파트상가)","     ","세븐일레븐 신공덕브라운스톤점","2014-02-03 16:21:47","I","2026-05-02 22:31:50","195980.562266834    ","448807.052492498    ",""
"3130000","PHMH320123130033087500156","2012-11-14","          ","03","폐업","03","폐업","2015-09-09","          ","          ","","121-843   ","서울특별시 마포구 성산동 49번지 1호","서울특별시 마포구 월드컵북로12안길 74 (성산동)","03972","GS25 성산한맥점","2015-09-10 18:03:00","I","2026-05-02 22:31:50","192273.061257144    ","451386.750648228    ",""
"3130000","PHMH320123130033087500158","2012-11-14","          ","03","폐업","03","폐업","2016-02-22","          ","          ","","121-850   ","서울특별시 마포구 성산동 590번지 2호","서울특별시 마포구 월드컵로36길 18, 101호 (성산동)","03938","씨유 마포마이다스점","2016-02-22 14:40:07","I","2026-05-02 22:31:50","191394.825368291    ","451555.568249124    ",""
"3130000","PHMH320123130033087500159","2012-11-14","          ","03","폐업","03","폐업","2015-11-13","          ","          ","","121-829   ","서울특별시 마포구 상수동 271번지","서울특별시 마포구 토정로 136, 1층 (상수동, 우성빌딩)","04081","씨유 신마포상수점","2015-11-17 13:48:08","I","2026-05-02 22:31:50","193418.722453411    ","449224.626494322    ",""
"3130000","PHMH320123130033087500160","2012-11-14","          ","03","폐업","03","폐업","2014-11-21","          ","          ","","121-703   ","서울특별시 마포구 마포동 350번지","서울특별시 마포구 마포대로4다길 18, 105호 (마포동)","     ","씨유 신마포강변점","2014-11-21 17:41:31","I","2026-05-02 22:31:50","194974.587674037    ","448229.063825491    ",""
"3130000","PHMH320123130033087500161","2012-11-14","          ","03","폐업","03","폐업","2025-04-09","          ","          ","","121-849   ","서울특별시 마포구 성산동 148번지 51호","서울특별시 마포구 월드컵북로 204, 1층 (성산동)","03946","GS25 마포성산로점","2025-04-09 16:43:16","I","2026-05-02 22:31:50","191657.896485878    ","451858.701626218    ",""
"3130000","PHMH320123130033087500162","2012-11-14","          ","03","폐업","03","폐업","2017-08-17","          ","          ","","121-808   ","서울특별시 마포구 대흥동 3번지 34호","서울특별시 마포구 대흥로 178 (대흥동)","04112","GS25 대흥굿모닝","2017-08-17 10:42:21","I","2026-05-02 22:31:50","195167.850081608    ","450298.178522029    ",""
"3130000","PHMH320123130033087500163","2012-11-15","          ","03","폐업","03","폐업","2015-12-31","          ","          ","","121-865   ","서울특별시 마포구 연남동 224번지 26호","서울특별시 마포구 동교로 276 (연남동)","03981","GS25 마포필립점","2016-01-14 18:17:58","I","2026-05-02 22:31:50","193415.862847652    ","451285.857350759    ",""
"3130000","PHMH320123130033087500164","2012-11-15","          ","03","폐업","03","폐업","2017-08-03","          ","          ","","121-885   ","서울특별시 마포구 합정동 388번지 32호","서울특별시 마포구 월드컵로1길 40 (합정동)","04025","세븐일레븐 합정역본점","2017-08-03 14:59:24","I","2026-05-02 22:31:50","192042.824974292    ","449691.078208526    ",""
"3130000","PHMH320193130033087500010","2019-04-09","          ","03","폐업","03","폐업","2019-11-27","          ","          ","","          ","서울특별시 마포구 상암동 482번지 417호","서울특별시 마포구 마포나루길 216 (상암동)","03900","미니스톱 한강난지2점","2019-11-27 10:37:15","I","2026-05-02 22:31:58","189282.58640148     ","451552.95138257     ","45"
"3130000","PHMH320193130033087500011","2019-04-09","          ","03","폐업","03","폐업","2019-11-27","          ","          ","31510708","          ","서울특별시 마포구 상암동 487번지 366호 미니스톱 한강난지1점","서울특별시 마포구 마포나루길 316, 미니스톱 한강난지1점 (상암동)","03900","미니스톱 한강난지1점","2019-11-27 10:37:34","I","2026-05-02 22:31:58","190077.041000971    ","451000.4184449      ","60"
"3130000","PHMH320193130033087500012","2019-04-10","          ","03","폐업","03","폐업","2023-08-07","          ","          ","","          ","서울특별시 마포구 동교동 190번지 1호 애경타워","서울특별시 마포구 양화로 188, 애경타워 1층 108호 (동교동)","04051","씨유 에이케이&홍대점","2023-08-07 16:25:50","I","2026-05-02 22:31:58","193285.549735897    ","450808.571641119    ",""
"3130000","PHMH320193130033087500016","2019-05-16","          ","03","폐업","03","폐업","2021-05-07","          ","          ","","          ","서울특별시 마포구 서교동 458번지 2호","서울특별시 마포구 동교로17길 55, 1층 (서교동)","04002","지에스25 서교호호점","2021-05-07 10:46:26","I","2026-05-02 22:31:58","192383.791553287    ","450542.899100121    ",""
"3130000","PHMH320193130033087500017","2019-05-16","          ","03","폐업","03","폐업","2021-04-01","          ","          ","","          ","서울특별시 마포구 합정동 375번지 11호","서울특별시 마포구 성지길 36, 1층 (합정동)","04071","지에스25 합정성지길점","2021-04-01 11:22:56","I","2026-05-02 22:31:58","192240.97739129     ","449437.164246009    ",""
"3130000","PHMH320193130033087500022","2019-07-16","          ","03","폐업","03","폐업","2023-11-08","          ","          ","","          ","서울특별시 마포구 연남동 226번지 36호","서울특별시 마포구 연희로 43, 1층 (연남동)","03981","세븐일레븐 연희로점","2023-11-08 14:22:47","I","2026-05-02 22:31:58","193525.591505501    ","451148.923952905    ","49"
"3130000","PHMH320193130033087500023","2019-07-17","          ","03","폐업","03","폐업","2022-03-29","          ","          ","","          ","서울특별시 마포구 성산동 244번지 9호","서울특별시 마포구 성미산로 33, 1층 (성산동)","03968","지에스25 성산본점","2022-03-29 11:03:18","I","2026-05-02 22:32:09","192149.341747019    ","450749.38512193     ",""
"3130000","PHMH320193130033087500028","2019-08-26","          ","03","폐업","03","폐업","2020-09-15","          ","          ","","          ","서울특별시 마포구 성산동 49번지 1호 풍림주택","서울특별시 마포구 월드컵북로12안길 74, 101호 (성산동, 풍림주택)","03972","지에스(GS)25 성산한맥점","2020-09-15 11:40:33","I","2026-05-02 22:31:58","192273.061257144    ","451386.750648228    ",""
"3200000","PHMH320193200033087500002","2019-01-17","          ","03","폐업","03","폐업","2024-11-05","          ","          ","","          ","서울특별시 관악구 봉천동 1690번지 152호","서울특별시 관악구 남부순환로 1951 (봉천동)","08802","(주)코리아세븐 낙성대점","2024-11-05 20:48:50","I","2026-04-26 22:01:01","196929.22157902     ","441579.156778036    ",""
"3200000","PHMH320193200033087500003","2019-01-18","          ","03","폐업","03","폐업","2025-05-22","          ","          ","","          ","서울특별시 관악구 신림동 1641번지 12호","서울특별시 관악구 신림로 322 (신림동)","08777","(주)코리아세븐 신림스타점","2025-05-22 20:44:10","I","2026-04-26 22:01:01","193747.786105101    ","442310.949840937    ",""
"3200000","PHMH320193200033087500005","2019-02-20","          ","03","폐업","03","폐업","2025-12-09","          ","          ","","          ","서울특별시 관악구 봉천동 673-143 유송143","서울특별시 관악구 봉천로13나길 30, 유송143 1층 (봉천동)","08720","씨유 관악허브점","2025-12-10 13:00:07","I","2026-04-26 22:00:59","193903.70320753     ","443050.25753098     ",""
"3200000","PHMH320193200033087500006","2019-02-20","          ","03","폐업","03","폐업","2019-05-29","          ","          ","","          ","서울특별시 관악구 신림동 산 56번지 1호 서울대학교","서울특별시 관악구 관악로 1, 공과대학34동 108호 (신림동)","08826","씨유 서울대공존34점","2019-05-29 17:49:11","I","2026-04-26 22:00:59","196139.864969792    ","439023.167125842    ",""
"3200000","PHMH320193200033087500007","2019-02-22","          ","03","폐업","03","폐업","2022-04-27","          ","          ","","          ","서울특별시 관악구 신림동 1567번지 1호","서울특별시 관악구 난곡로 288, 1,2층 (신림동)","08772","GS25 난곡로점","2022-04-28 08:54:24","I","2026-04-26 22:01:01","192427.198450417    ","441944.759298528    ",""
"3200000","PHMH320193200033087500008","2019-02-28","          ","03","폐업","03","폐업","2022-07-21","          ","          ","","          ","서울특별시 관악구 신림동 253번지 3호","서울특별시 관악구 대학길 84, 1층, 지층 (신림동)","08819","GS25 관악장원점","2022-07-21 16:24:48","I","2026-04-26 22:00:59","194400.569914844    ","440538.05824375     ",""
"3200000","PHMH320193200033087500009","2019-02-28","          ","03","폐업","03","폐업","2023-04-05","          ","          ","","          ","서울특별시 관악구 신림동 1423번지 24호 디엔에이치","서울특별시 관악구 남부순환로181길 27, 1층 (신림동)","08754","GS25 신림관악점","2023-04-05 14:34:54","I","2026-04-26 22:00:59","193794.704822134    ","442637.180636241    ",""
"3200000","PHMH320193200033087500012","2019-03-15","          ","03","폐업","03","폐업","2022-07-04","          ","          ","","          ","서울특별시 관악구 신림동 306번지 6호","서울특별시 관악구 호암로18가길 1 (신림동)","08821","미니스톱 신림미림점","2022-07-04 15:35:08","I","2026-04-26 22:00:59","193956.613331996    ","440364.215850511    ",""
"3200000","PHMH320193200033087500015","2019-03-21","          ","03","폐업","03","폐업","2024-06-25","          ","          ","","          ","서울특별시 관악구 봉천동 857번지 1호","서울특별시 관악구 남부순환로 1830 (봉천동)","08788","세븐일레븐 서울대제일점","2024-06-25 19:01:02","I","2026-04-26 22:01:00","195786.612845254    ","442070.396810544    ",""
"3200000","PHMH320193200033087500018","2019-04-18","          ","03","폐업","03","폐업","2022-06-27","          ","          ","","          ","서울특별시 관악구 봉천동 1642번지 16호 영빌딩","서울특별시 관악구 인헌길 35, 영빌딩 1층 (봉천동)","08795","미니스톱 낙성대본점","2022-06-27 17:20:43","I","2026-04-26 22:01:00","197005.056952002    ","441312.317783312    ",""
"3200000","PHMH320193200033087500021","2019-05-16","          ","03","폐업","03","폐업","2023-05-11","          ","          ","","          ","서울특별시 관악구 신림동 241번지 118호","서울특별시 관악구 대학길 31, 1층 (신림동)","08814","씨유 관악장원점","2023-05-11 17:53:19","I","2026-04-26 22:01:00","194439.718970201    ","440812.826237103    ",""
"3200000","PHMH320193200033087500022","2019-05-20","          ","03","폐업","03","폐업","2019-06-26","          ","          ","","          ","서울특별시 관악구 봉천동 702번지 108호 동방파레스","서울특별시 관악구 보라매로3길 17 (봉천동, 동방파레스)","08708","지에스(GS)25 관악보라매점","2019-06-27 09:46:01","I","2026-04-26 22:01:00","193405.406775623    ","443231.666283907    ",""
"3200000","PHMH320193200033087500023","2019-05-28","          ","03","폐업","03","폐업","2024-06-14","          ","          ","","          ","서울특별시 관악구 봉천동 173번지 6호","서울특별시 관악구 인헌1다길 31, 지하1층 (봉천동)","08795","씨유(CU)관악 인헌점","2024-06-14 18:01:47","I","2026-04-26 22:01:00","197335.227285759    ","441231.778625983    ",""
"3200000","PHMH320193200033087500024","2019-05-31","          ","03","폐업","03","폐업","2024-06-12","          ","          ","","          ","서울특별시 관악구 봉천동 1598번지 1호","서울특별시 관악구 관악로 154 (봉천동)","08788","(주)코리아세븐 관악구청점","2024-06-12 18:37:50","I","2026-04-26 22:01:01","195741.164752348    ","441862.053352551    ",""
"3200000","PHMH320193200033087500026","2019-06-20","          ","03","폐업","03","폐업","2022-12-09","          ","          ","","          ","서울특별시 관악구 신림동 612번지 40호 유진빌딩","서울특별시 관악구 법원단지길 48, 유진빌딩 1층 (신림동)","08852","GS25 신림법원단지점","2022-12-09 16:13:57","I","2026-04-26 22:01:01","192869.21662782     ","441331.405499828    ",""
"3200000","PHMH320193200033087500028","2019-06-25","          ","03","폐업","03","폐업","2025-01-24","          ","          ","","          ","서울특별시 관악구 봉천동 873번지 42호","서울특별시 관악구 봉천로 443, 1층 (봉천동)","08748","세븐일레븐 봉천진용점","2025-01-24 21:06:02","I","2026-04-26 22:01:00","195455.608805368    ","442288.47573958     ",""
"3200000","PHMH320193200033087500029","2019-06-27","          ","03","폐업","03","폐업","2024-06-11","          ","          ","","          ","서울특별시 관악구 신림동 408번지 137호 금호상가","서울특별시 관악구 신림로31길 7, 금호상가 1층 (신림동)","08845","씨유 신화교힐스점","2024-06-11 17:01:46","I","2026-04-26 22:01:00","194255.560048876    ","441476.617056563    ",""
"3200000","PHMH320193200033087500030","2019-06-28","          ","03","폐업","03","폐업","2023-02-13","          ","          ","","          ","서울특별시 관악구 신림동 395번지 12호","서울특별시 관악구 신림로 153, 1층 (신림동)","08846","씨유 신림로점","2023-02-13 15:01:28","I","2026-04-26 22:01:00","193996.30683458     ","441171.347757379    ",""
"3200000","PHMH320193200033087500032","2019-07-03","          ","03","폐업","03","폐업","2021-06-25","          ","          ","","          ","서울특별시 관악구 봉천동 702번지 108호 동방파레스","서울특별시 관악구 보라매로3길 17 (봉천동, 동방파레스)","08708","GS25 관악보라매점","2021-06-25 16:14:19","I","2026-04-26 22:01:01","193405.406775623    ","443231.666283907    ",""
"3200000","PHMH320193200033087500033","2019-07-30","          ","03","폐업","03","폐업","2023-11-03","          ","          ","","          ","서울특별시 관악구 봉천동 1555번지 1호 e편한세상서울대입구 2단지","서울특별시 관악구 청룡16길 43, 1층 102호,103호 (봉천동, e편한세상서울대입구 2단지)","08830","씨유(CU) 서울대이편한세상점","2023-11-03 14:51:19","I","2026-04-26 22:01:00","194843.601049192    ","441583.968484432    ",""
"3210000","PHMH320193210034087500019","2019-06-21","          ","03","폐업","03","폐업","2024-06-28","          ","          ","","          ","서울특별시 서초구 서초동 1627번지 1호 교대벤처타워","서울특별시 서초구 사임당로 64, 교대벤처타워 101호 (서초동)","06640","씨유서초교대점","2024-06-28 14:22:38","I","2026-03-26 22:32:22","201430.47661735     ","442950.471520545    ",""
