"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","전화번호","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","좌표정보(X)","좌표정보(Y)","약국영업면적","지정일자"
"3120000","PHMD120003120033084000003","2000-07-13","          ","01","영업/정상","13","영업중","          ","          ","          ","02-364-6141","120-749   ","서울특별시 서대문구 신촌동 134번지 연세대학교동문회관 내","서울특별시 서대문구 연세로 50, 1층 (신촌동, 연대동문회관)","03722","세연약국","2015-07-20 14:42:30","I","2026-03-26 22:34:50","194584.959249312    ","451381.585492051    ","0","2000-07-13"
"3120000","PHMD120003120033084000005","2000-08-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3217-2771","120-100   ","서울특별시 서대문구 홍은동 217-4","서울특별시 서대문구 연희로 409 (홍은동)","03647","약손약국","2012-01-18 10:26:58","I","2026-03-26 22:34:50","194703.80321395     ","454366.728718152    ","23","2000-08-02"
"3120000","PHMD120013120033084000002","2001-01-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-332-5677","          ","서울특별시 서대문구 연희동 715-4","서울특별시 서대문구 홍연길 82, 1층 (연희동)","03695","명문약국","2023-08-01 14:42:53","I","2026-03-26 22:34:50","193846.86884187     ","452694.321541036    ","37","2001-01-12"
"3120000","PHMD120013120033084000006","2001-05-18","          ","01","영업/정상","13","영업중","          ","          ","          ","02-303-0810","120-130   ","서울특별시 서대문구 북가좌동 293-7","서울특별시 서대문구 응암로 100 (북가좌동)","03682","연세메디칼약국","2012-01-18 10:31:41","I","2026-03-26 22:34:50","192228.990204877    ","453248.783567751    ","39","2001-05-18"
"3120000","PHMD120033120033084000006","2003-08-04","          ","01","영업/정상","13","영업중","          ","          ","          ","02-392-8787","120-795   ","서울특별시 서대문구 북아현동 1009번지 두산아파트상가 107, 108호","서울특별시 서대문구 이화여대8길 62, 107, 108호 (북아현동, 두산아파트상가)","03769","초원약국","2012-01-18 10:42:20","I","2026-03-26 22:34:51","195522.185739906    ","450768.295518175    ","31","2003-08-04"
"3120000","PHMD120043120033084000002","2004-02-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-391-7615","120-090   ","서울특별시 서대문구 홍제동 266-130","서울특별시 서대문구 세검정로 32 (홍제동)","03624","효제약국","2012-01-18 10:43:43","I","2026-03-26 22:34:51","195068.839963086    ","454366.955681214    ","39","2004-02-24"
"3120000","PHMD120043120033084000004","2004-03-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-379-7147","120-857   ","서울특별시 서대문구 홍제동 301번지 2호","서울특별시 서대문구 통일로 464, 3층 (홍제동)","03629","서울약국","2015-07-20 14:46:56","I","2026-03-26 22:34:51","194920.532436667    ","454188.343575118    ","39","2004-03-16"
"3120000","PHMD120043120033084000007","2004-07-15","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3143-3030","          ","서울특별시 서대문구 연희동 134-18 1층","서울특별시 서대문구 연희로 119, 1층 (연희동)","03708","푸름약국","2022-03-04 13:59:30","I","2026-03-26 22:34:51","193919.084057794    ","451801.033076674    ","23","2004-07-15"
"3120000","PHMD120043120033084000009","2004-09-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-312-0940","120-819   ","서울특별시 서대문구 북아현동 135번지 10호","서울특별시 서대문구 북아현로 4 (북아현동)","03758","대형약국","2025-11-10 10:12:33","I","2026-03-26 22:34:52","196081.457115441    ","450615.632797242    ","58","2004-09-24"
"3120000","PHMD120053120033084000003","2005-06-08","          ","01","영업/정상","13","영업중","          ","          ","          ","02-332-4964","120-110   ","서울특별시 서대문구 연희동 131번지 1호","서울특별시 서대문구 연희맛로 23 (연희동)","03707","사러가약국","2015-07-20 13:13:54","I","2026-03-26 22:34:52","193716.339877929    ","451653.563671802    ","27","2005-06-08"
"3120000","PHMD120053120033084000004","2005-07-08","          ","01","영업/정상","13","영업중","          ","          ","          ","02-325-6597","120-825   ","서울특별시 서대문구 연희동 134번지 20호","서울특별시 서대문구 연희로 117 (연희동)","03708","클로버약국","2011-11-04 13:53:54","I","2026-03-26 22:34:52","193908.881732216    ","451782.315521616    ","28","2005-07-08"
"3120000","PHMD120053120033084000011","2005-10-27","          ","01","영업/정상","13","영업중","          ","          ","          ","02-308-5197","          ","서울특별시 서대문구 남가좌동 381 DMC센트레빌","서울특별시 서대문구 거북골로 120, 상가2동 2-12호 (남가좌동, DMC센트레빌)","03690","보명약국","2023-07-27 18:01:27","I","2026-03-26 22:34:52","192480.02944094     ","452634.55767379     ","27","2005-10-27"
"3120000","PHMD120063120033084000002","2006-02-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-396-9677","120-100   ","서울특별시 서대문구 홍은동 48-166","서울특별시 서대문구 세검정로1길 7 (홍은동)","03615","강약국","2012-01-18 10:53:22","I","2026-03-26 22:34:52","194832.718743349    ","454425.01440095     ","15","2006-02-24"
"3120000","PHMD120063120033084000008","2006-10-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-302-7111","120-805   ","서울특별시 서대문구 남가좌동 291번지 6호 2층","서울특별시 서대문구 수색로 26 (남가좌동)","03712","드림약국","2015-07-20 14:52:54","I","2026-03-26 22:34:52","192491.640163882    ","451881.306662212    ","13","2006-10-20"
"3120000","PHMD120073120033084000006","2007-02-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-395-3523","          ","서울특별시 서대문구 홍제동 273번지 42호 승희빌딩 1층","서울특별시 서대문구 문화촌길 6, 승희빌딩 1층 (홍제동)","03625","푸른온누리약국","2019-10-02 10:09:19","I","2026-03-26 22:34:53","195322.255919627    ","454485.120954321    ","94","2007-02-20"
"3120000","PHMD120073120033084000014","2007-12-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-391-5166","          ","서울특별시 서대문구 홍제동 459번지 2층 219, 230호","서울특별시 서대문구 통일로34길 35, 2층 219, 230호 (홍제동, 현대종합상가)","03632","혜민약국","2016-07-22 14:08:10","I","2026-03-26 22:34:53","195477.913016234    ","453929.325030582    ","17","2007-12-03"
"3120000","PHMD120083120033084000012","2008-11-05","          ","01","영업/정상","13","영업중","          ","          ","          ","02-312-5103","120-160   ","서울특별시 서대문구 대신동 16번지 21호","서울특별시 서대문구 성산로 486 (대신동)","03765","위드팜신촌약국","2026-01-07 10:40:54","I","2026-03-26 22:34:54","194739.549647853    ","450940.52900625     ","172","2008-11-05"
"3120000","PHMD120093120033084000001","2009-01-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-324-4652","120-180   ","서울특별시 서대문구 창천동 78번지 14호","서울특별시 서대문구 연세로 41 (창천동)","03788","정문약국","2014-03-17 10:15:47","I","2026-03-26 22:34:54","194342.738516595    ","450775.815212042    ","86","2009-01-02"
"3120000","PHMD120093120033084000002","2009-01-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-364-5455","          ","서울특별시 서대문구 대현동 45-8 유인빌딩 지하1층 101호","서울특별시 서대문구 신촌로 183, 유인빌딩 지하1층 101호 (대현동)","03767","한사랑온누리약국","2025-01-06 10:04:14","I","2026-03-26 22:34:54","195196.140599719    ","450535.198657872    ","70","2009-01-06"
"3120000","PHMD120093120033084000003","2009-01-09","          ","01","영업/정상","13","영업중","          ","          ","          ","02-323-0111","          ","서울특별시 서대문구 창천동 52번지 3호","서울특별시 서대문구 연세로11길 4 (창천동)","03788","대학약국","2016-10-14 09:52:59","I","2026-03-26 22:34:54","194335.903289873    ","450756.501704157    ","107","2009-01-09"
"3120000","PHMD120093120033084000005","2009-03-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-303-6600","120-777   ","서울특별시 서대문구 북가좌2동 458번지 가재울아이파크상가 304호","서울특별시 서대문구 거북골로14길 32, 304호 (북가좌동, 가재울아이파크상가)","03690","현대약국","2014-06-09 15:19:27","I","2026-03-26 22:34:54","192380.048458303    ","452681.324896508    ","29","2009-03-20"
"3120000","PHMD120093120033084000009","2009-06-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-396-1136","120-857   ","서울특별시 서대문구 홍제3동 253번지 3호","서울특별시 서대문구 통일로 440 (홍제동)","03629","홍제약국","2024-07-01 13:01:45","I","2026-03-26 22:35:03","195079.145684427    ","454006.234109041    ","19","2009-06-01"
"3120000","PHMD120103120033084000002","2010-01-22","          ","01","영업/정상","13","영업중","          ","          ","          ","02-376-6710","120-805   ","서울특별시 서대문구 남가좌동 270번지 4호","서울특별시 서대문구 수색로 48 (남가좌동)","03712","수약국","2015-07-20 15:35:56","I","2026-03-26 22:34:55","192307.272596276    ","452028.412394505    ","33","2010-01-22"
"3120000","PHMD120103120033084000006","2010-05-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-313-1549","120-190   ","서울특별시 서대문구 북아현동 3번지 104호","서울특별시 서대문구 북아현로 52 (북아현동)","03755","참진 온누리 약국","2011-11-23 11:11:35","I","2026-03-26 22:34:55","196040.573731338    ","451077.380858836    ","42","2010-05-03"
"3120000","PHMD120103120033084000014","2010-11-30","          ","01","영업/정상","13","영업중","          ","          ","          ","02-723-3017","          ","서울특별시 서대문구 홍은동 217번지 5호 연희8빌딩 1층","서울특별시 서대문구 연희로 407, 연희8빌딩 1층 (홍은동)","03647","무악메디칼약국","2019-04-08 10:25:39","I","2026-03-26 22:34:55","194694.406247873    ","454344.288990182    ","88","2010-11-30"
"3120000","PHMD120113120033084000007","2011-06-27","          ","01","영업/정상","13","영업중","          ","          ","          ","02-363-2271","120-808   ","서울특별시 서대문구 대현동 56번지 51호 3층","서울특별시 서대문구 이화여대길 63, 3층 (대현동)","03766","이인치한약국","2013-04-01 17:22:56","I","2026-03-26 22:34:55","195063.714433894    ","450755.643968368    ","59","2011-06-27"
"3120000","PHMD120113120033084000010","2011-09-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-335-1794","120-825   ","서울특별시 서대문구 연희동 188번지 7호 인사이드빌딩 105호","서울특별시 서대문구 연희로 85, 105호 (연희동, 인사이드빌딩)","03708","유진온누리약국","2015-07-20 15:38:29","I","2026-03-26 22:34:56","193738.607716488    ","451524.77788162     ","17","2011-09-06"
"3120000","PHMD120113120033084000012","2011-11-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-722-1822","          ","서울특별시 서대문구 홍제동 469 인왕산 한신휴플러스","서울특별시 서대문구 통일로 397, B419호 (홍제동, 인왕산 한신휴플러스)","03730","한신약국","2023-09-15 13:10:15","I","2026-03-26 22:34:56","195281.395461663    ","453657.534811024    ","78","2011-11-24"
"3120000","PHMD120123120033084000008","2012-04-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-312-6949","120-160   ","서울특별시 서대문구 대신동 50번지 6호","서울특별시 서대문구 성산로 521 (대신동)","03721","연희위드팜약국","2020-09-21 13:01:48","I","2026-03-26 22:34:56","194956.054120837    ","451227.707140009    ","76","2012-04-24"
"3120000","PHMD120123120033084000013","2012-08-08","          ","01","영업/정상","13","영업중","          ","          ","          ","02-364-9648","120-012   ","서울특별시 서대문구 충정로2가 5번지 4호","서울특별시 서대문구 통일로 131, 4층 2호 (충정로2가)","03735","온누리선약국","2015-07-21 11:09:40","I","2026-03-26 22:34:56","196913.333833025    ","451539.186788747    ","18","2012-08-08"
"3120000","PHMD120123120033084000015","2012-08-27","          ","01","영업/정상","13","영업중","          ","          ","          ","02-303-4073","120-806   ","서울특별시 서대문구 남가좌동 338번지 1호","서울특별시 서대문구 증가로 123, A동 101호 (남가좌동)","03692","서린약국","2015-07-21 11:11:45","I","2026-03-26 22:34:56","193188.17995478     ","452768.484980737    ","26","2012-08-27"
"3120000","PHMD120123120033084000018","2012-11-15","          ","01","영업/정상","13","영업중","          ","          ","          ","02-309-2656","120-130   ","서울특별시 서대문구 북가좌동 144번지","서울특별시 서대문구 수색로 100, 101동 104호 (북가좌동, DMC래미안e편한세상)","03709","햇살약국","2024-05-10 15:05:58","I","2026-03-26 22:34:56","192028.41586192     ","452265.952165442    ","36","2012-11-15"
"3120000","PHMD120133120033084000001","2013-01-21","          ","01","영업/정상","13","영업중","          ","          ","          ","02-303-9155","120-132   ","서울특별시 서대문구 북가좌2동 327번지 6호","서울특별시 서대문구 증가로 241 (북가좌동)","03678","북가좌온누리에약국","2014-05-08 15:06:41","I","2026-03-26 22:34:57","192223.566051955    ","453368.538922049    ","64","2013-01-21"
"3120000","PHMD120133120033084000007","2013-04-11","          ","01","영업/정상","13","영업중","          ","          ","          ","02-998-9310","120-857   ","서울특별시 서대문구 홍제동 305번지 3호","서울특별시 서대문구 통일로 452 (홍제동)","03629","서울솔약국","2014-05-08 15:09:38","I","2026-03-26 22:34:57","194985.06271041     ","454102.074307278    ","30","2013-04-11"
"3120000","PHMD120133120033084000009","2013-06-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-392-7722","120-160   ","서울특별시 서대문구 대신동 16번지 12호","서울특별시 서대문구 성산로 492, 1층 (대신동, 동관)","03765","주차편한우리약국","2021-12-15 11:47:16","I","2026-03-26 22:34:57","194781.403231422    ","450989.230056471    ","67","2013-06-03"
"3120000","PHMD120143120033084000004","2014-02-26","          ","01","영업/정상","13","영업중","          ","          ","          ","02-392-4932","120-060   ","서울특별시 서대문구 옥천동 1번지","서울특별시 서대문구 통일로 177, 1층 (옥천동)","03734","서대문약국","2025-12-30 15:55:24","I","2026-03-26 22:34:57","196646.316262816    ","451906.882016285    ","85","2014-02-26"
"3120000","PHMD120143120033084000006","2014-03-10","          ","01","영업/정상","13","영업중","          ","          ","          ","02-396-4275","120-857   ","서울특별시 서대문구 홍제동 301번지 2호","서울특별시 서대문구 통일로 464, 4층 (홍제동, 홍제빌딩)","03629","조이약국","2014-03-10 14:30:51","I","2026-03-26 22:34:57","194920.532436667    ","454188.343575118    ","25","2014-03-10"
"3120000","PHMD120143120033084000007","2014-04-07","          ","01","영업/정상","13","영업중","          ","          ","          ","02-362-1561","120-819   ","서울특별시 서대문구 북아현동 134번지 21호","서울특별시 서대문구 북아현로 6 (북아현동)","03757","정도약국","2024-08-28 15:59:21","I","2026-03-26 22:34:57","196082.118206884    ","450636.890447288    ","32","2014-04-07"
"3120000","PHMD120193120033084000010","2019-03-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-372-3585","          ","서울특별시 서대문구 남가좌동 369번지 10호","서울특별시 서대문구 증가로 150, DMC2차아이파크상가 B205호 (남가좌동)","03670","파크약국","2025-09-29 09:02:18","I","2026-03-26 22:35:01","192922.795142276    ","452984.652487654    ","35","2019-03-06"
"3120000","PHMD120193120033084000012","2019-04-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-306-0397","          ","서울특별시 서대문구 북가좌동 487 성공타워1 210호","서울특별시 서대문구 수색로 56, 성공타워1 210호 (북가좌동)","03791","새서울DMC약국","2021-02-08 13:30:04","I","2026-03-26 22:35:01","192209.323632506    ","452067.039429636    ","48","2019-04-01"
"3120000","PHMD120193120033084000017","2019-07-25","          ","01","영업/정상","13","영업중","          ","          ","          ","02-302-2764","          ","서울특별시 서대문구 북가좌동 481번지 DMC래미안e편한세상","서울특별시 서대문구 수색로 100, 4단지 상가1동 1-13호 (북가좌동, DMC래미안e편한세상)","03709","행복한 참약국","2019-07-25 15:07:08","I","2026-03-26 22:35:01","192028.41586192     ","452265.952165442    ","23","2019-07-25"
"3120000","PHMD120193120033084000018","2019-08-13","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6052-5071","          ","서울특별시 서대문구 대현동 104번지 5호 신촌푸르지오시티","서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 103호 (대현동)","03780","에버그린약국","2019-08-13 16:36:18","I","2026-03-26 22:35:01","194855.910937446    ","450573.690449065    ","22","2019-08-13"
"3120000","PHMD120193120033084000019","2019-09-09","          ","01","영업/정상","13","영업중","          ","          ","          ","02-394-2560","          ","서울특별시 서대문구 홍제동 173번지 16호 조이빌딩 지하1층","서울특별시 서대문구 통일로 433, 조이빌딩 지하1층 (홍제동)","03646","조은약국","2019-09-09 10:23:50","I","2026-03-26 22:35:01","195079.810520281    ","453920.732450148    ","12","2019-09-09"
"3120000","PHMD120193120033084000020","2019-09-11","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6346-2882","          ","서울특별시 서대문구 창천동 20번지 41호 103호 일부","서울특별시 서대문구 신촌로 121, 아남오피스텔 1층 103호 (창천동)","03780","신촌대로 약국","2021-06-28 14:46:57","I","2026-03-26 22:35:01","194565.669323312    ","450443.357241716    ","19","2019-09-11"
"3120000","PHMD120193120033084000021","2019-12-09","          ","01","영업/정상","13","영업중","          ","          ","          ","02-309-8480","          ","서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이","서울특별시 서대문구 가재울미래로 2, 별동상가 102호 (남가좌동, DMC파크뷰자이)","03711","나라약국","2019-12-09 09:51:51","I","2026-03-26 22:35:01","192672.067512964    ","452221.960661496    ","91","2019-12-09"
"3120000","PHMD120203120033084000001","2020-01-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-363-8855","          ","서울특별시 서대문구 미근동 257번지 NH농협생명빌딩 지하1층","서울특별시 서대문구 통일로 87, NH농협생명빌딩 지하1층 (미근동)","03739","우리온누리약국","2020-01-16 10:50:48","I","2026-03-26 22:35:01","197147.394631349    ","451165.367152401    ","32","2020-01-16"
"3120000","PHMD120213120033084000004","2021-03-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-379-6154","          ","서울특별시 서대문구 홍제동 298-7","서울특별시 서대문구 인왕시장길 24, 1층 1,2,21호 (홍제동)","03628","인왕약국","2021-03-02 10:07:49","I","2026-03-26 22:35:02","194937.785591362    ","454308.179005006    ","67","2021-03-02"
"3120000","PHMD120213120033084000005","2021-05-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6405-7797","          ","서울특별시 서대문구 남가좌동 344-32 남가좌프라자, 1층 102호","서울특별시 서대문구 증가로 138, 남가좌프라자 1층 102호 (남가좌동)","03665","행운약국","2023-07-27 18:05:47","I","2026-03-26 22:35:02","193061.360577336    ","452827.956933334    ","41","2021-05-03"
"3120000","PHMD120213120033084000007","2021-06-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-336-0335","          ","서울특별시 서대문구 창천동 33-9 1층","서울특별시 서대문구 연세로 35, 1층 (창천동)","03788","새현대약국","2025-05-09 18:02:18","I","2026-03-26 22:35:02","194336.727060936    ","450721.641758835    ","132","2021-06-01"
"3120000","PHMD120213120033084000008","2021-08-30","          ","01","영업/정상","13","영업중","          ","          ","          ","02-396-1333","          ","서울특별시 서대문구 홍제동 158-33 연세24시사우나","서울특별시 서대문구 통일로 413, 1층 102호 (홍제동)","03646","화인굿모닝약국","2026-03-24 11:25:17","I","2026-03-26 22:35:02","195196.693652181    ","453764.706268517    ","74","2021-08-30"
"3120000","PHMD120203120033084000002","2020-02-05","          ","01","영업/정상","13","영업중","          ","          ","          ","02-394-3430","          ","서울특별시 서대문구 홍제동 302번지 1호 2층","서울특별시 서대문구 통일로 460, 2층 (홍제동)","03629","홍제 오늘약국","2024-03-07 16:04:52","I","2026-03-26 22:35:01","194929.118373323    ","454154.612346047    ","17","2020-02-05"
"3120000","PHMD120203120033084000003","2020-02-17","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3417-7800","          ","서울특별시 서대문구 홍제동 330번지 69호 1층","서울특별시 서대문구 통일로 449, 1층 (홍제동)","03636","새우리온누리약국","2025-09-02 14:19:47","I","2026-03-26 22:35:01","194979.371376794    ","454032.196696429    ","33","2020-02-17"
"3120000","PHMD120203120033084000005","2020-02-25","          ","01","영업/정상","13","영업중","          ","          ","          ","02-391-0199","          ","서울특별시 서대문구 홍은동 464번지 북한산 더샵 상가동 지2층 107호","서울특별시 서대문구 통일로 510, 상가동 지2층 107호 (홍은동, 북한산 더샵)","03615","레몬약국","2021-06-28 14:42:35","I","2026-03-26 22:35:01","194774.296993754    ","454564.979637027    ","36","2020-02-25"
"3120000","PHMD120203120033084000007","2020-04-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-313-4588","          ","서울특별시 서대문구 대신동 50번지 5호 석란 1층","서울특별시 서대문구 성산로 515, 석란 1층 (대신동)","03721","8번가위드팜약국","2020-04-02 10:45:53","I","2026-03-26 22:35:01","194916.325461328    ","451203.015694133    ","207","2020-04-02"
"3120000","PHMD120203120033084000008","2020-04-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-313-2208","          ","서울특별시 서대문구 북아현동 1015번지 e편한세상신촌 4단지","서울특별시 서대문구 신촌로35길 10, 117호 (북아현동, e편한세상신촌 4단지)","03772","명음약국","2024-02-27 13:04:58","I","2026-03-26 22:35:01","196030.361275336    ","450665.925027885    ","28","2020-04-06"
"3120000","PHMD120203120033084000009","2020-05-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-362-1001","          ","서울특별시 서대문구 창천동 31번지 2호 1~4층","서울특별시 서대문구 연세로 40, 1~4층 (창천동)","03776","가까운신촌약국","2020-05-04 09:14:11","I","2026-03-26 22:35:01","194378.354702425    ","450765.791291645    ","87","2020-05-01"
"3120000","PHMD120203120033084000012","2020-08-31","          ","01","영업/정상","13","영업중","          ","          ","          ","02-379-8540","          ","서울특별시 서대문구 홍은동 19-19 북한산 두산 위브 203호","서울특별시 서대문구 홍은중앙로3길 9, 203호 (홍은동, 북한산 두산 위브)","03610","이층약국","2021-06-28 14:37:00","I","2026-03-26 22:35:02","195112.631624549    ","455079.366770368    ","60","2020-08-31"
"3120000","PHMD120203120033084000013","2020-09-10","          ","01","영업/정상","13","영업중","          ","          ","          ","02-363-3668","          ","서울특별시 서대문구 창천동 29-92 세인빌딩 1층","서울특별시 서대문구 신촌로 107, 세인빌딩 1층 (창천동)","03779","맑은약국","2024-05-24 14:43:10","I","2026-03-26 22:35:02","194437.631947311    ","450375.488731434    ","24","2020-09-10"
"3120000","PHMD120203120033084000014","2020-09-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-391-8277","          ","서울특별시 서대문구 홍제동 158-50 1, 2층","서울특별시 서대문구 통일로 419-2, 1, 2층 (홍제동)","03646","이화약국","2020-09-16 11:37:13","I","2026-03-26 22:35:02","195178.750883915    ","453822.451415823    ","33","2020-09-16"
"3120000","PHMD120203120033084000015","2020-09-18","          ","01","영업/정상","13","영업중","          ","          ","          ","02-363-2385","          ","서울특별시 서대문구 충정로2가 2-2 충정빌딩 3층","서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)","03735","해봄약국","2020-09-18 15:26:31","I","2026-03-26 22:35:02","196884.166631688    ","451568.612782385    ","32","2020-09-18"
"3120000","PHMD120203120033084000016","2020-10-05","          ","01","영업/정상","13","영업중","          ","          ","          ","02-335-6242","          ","서울특별시 서대문구 연희동 420-1 1층","서울특별시 서대문구 성산로 317, 1층 (연희동)","03706","연희약국","2023-07-19 14:21:59","I","2026-03-26 22:35:02","193344.592457742    ","451589.432248675    ","25","2020-10-05"
"3120000","PHMD120213120033084000001","2021-01-04","          ","01","영업/정상","13","영업중","          ","          ","          ","02-373-4439","          ","서울특별시 서대문구 남가좌동 346-2 1층","서울특별시 서대문구 가재울로6길 53-61, 1층 (남가좌동)","03692","건강약국","2021-01-04 10:06:40","I","2026-03-26 22:35:02","193133.531693579    ","452711.519602942    ","48","2021-01-04"
"3120000","PHMD120213120033084000013","2021-11-04","          ","01","영업/정상","13","영업중","          ","          ","          ","02-391-1220","          ","서울특별시 서대문구 홍제동 299-12 1층","서울특별시 서대문구 통일로 468, 1층 (홍제동)","03628","홍시약국","2024-07-26 09:05:06","I","2026-03-26 22:35:02","194887.410852624    ","454220.355841316    ","41","2021-11-04"
"3120000","PHMD120213120033084000014","2021-11-26","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6952-1701","          ","서울특별시 서대문구 남가좌동 350-1 1층 103호","서울특별시 서대문구 증가로 145, 1층 103호 (남가좌동)","03692","동백약국","2024-11-18 10:24:51","I","2026-03-26 22:35:02","192990.643811836    ","452795.046649645    ","46","2021-11-26"
"3120000","PHMD120213120033084000015","2021-11-29","          ","01","영업/정상","13","영업중","          ","          ","          ","070-8836-5066","          ","서울특별시 서대문구 북아현동 126-13","서울특별시 서대문구 신촌로 281, b동 1층 (북아현동)","03758","오늘약국","2025-07-23 13:13:04","I","2026-03-26 22:35:02","196176.646033223    ","450588.003052287    ","135","2021-11-29"
"3120000","PHMD120223120033084000001","2022-01-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-362-5698","          ","서울특별시 서대문구 냉천동 261-2 1층 107호","서울특별시 서대문구 독립문로14길 3, 1층 107호 (냉천동)","03746","이화매일약국","2023-09-15 13:06:07","I","2026-03-26 22:35:02","196739.979206517    ","451617.88218634     ","29","2022-01-06"
"3120000","PHMD120223120033084000002","2022-09-19","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3216-5738","          ","서울특별시 서대문구 홍은동 455 홍은동벽산아파트","서울특별시 서대문구 세검정로1길 93, 상가A동 1층 109호 (홍은동, 홍은동벽산아파트)","03612","한빛약국","2025-04-29 13:15:32","I","2026-03-26 22:35:02","195057.033841623    ","454786.019433577    ","27","2022-09-19"
"3120000","PHMD120223120033084000003","2022-10-04","          ","01","영업/정상","13","영업중","          ","          ","          ","02-725-0266","          ","서울특별시 서대문구 홍제동 174-2 조이빌딩1별관","서울특별시 서대문구 세무서길 8, 1층 2호 (홍제동)","03630","홍제튼튼약국","2022-10-04 18:03:30","I","2026-03-26 22:35:02","195116.76788959     ","454000.920921445    ","20","2022-10-04"
"3120000","PHMD120223120033084000004","2022-10-18","          ","01","영업/정상","13","영업중","          ","          ","          ","02-396-3885","          ","서울특별시 서대문구 홍은동 9-86 1층","서울특별시 서대문구 홍은중앙로 100-1, 1층 (홍은동)","03605","참조은약국","2024-08-20 14:29:40","I","2026-03-26 22:35:02","195395.410100422    ","455231.289625001    ","47","2022-10-18"
"3120000","PHMD120223120033084000005","2022-11-23","          ","01","영업/정상","13","영업중","          ","          ","          ","02-3144-1225","          ","서울특별시 서대문구 연희동 135-1 경교빌딩","서울특별시 서대문구 연희로 122, 경교빌딩 102호 (연희동)","03724","기쁨약국","2022-11-23 17:49:34","I","2026-03-26 22:35:02","193967.090218117    ","451803.554668261    ","28","2022-11-23"
"3120000","PHMD120233120033084000001","2023-01-03","          ","01","영업/정상","13","영업중","          ","          ","          ","02-720-3373","          ","서울특별시 서대문구 홍제동 174-21","서울특별시 서대문구 세무서길 12(홍제동)","03630","홍제우리약국","2023-01-03 17:36:51","I","2026-03-26 22:35:02","195128.196490367    ","454023.608256927    ","30","2023-01-03"
"3120000","PHMD120233120033084000002","2023-05-08","          ","01","영업/정상","13","영업중","          ","          ","          ","02-6941-1064","          ","서울특별시 서대문구 창천동 29-81 신촌르메이에르타운5","서울특별시 서대문구 신촌로 109, 신촌르메이에르타운5 1층 111-2호 (창천동)","03779","아침일찍약국","2024-11-27 10:58:37","I","2026-03-26 22:35:02","194474.81938437     ","450422.374151297    ","31","2023-05-08"
"3180000","PHMD120173180034084000016","2017-05-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-842-0868","          ","","서울특별시 영등포구 신풍로 77, A동 지하2층 116호 (신길동, 래미안에스티움)","07390","보현약국","2017-05-02 08:21:05","I","2026-03-26 22:36:21","192287.059579022    ","444303.222020427    ","41","2017-05-01"
"3080000","PHMD120223080033084000003","2022-03-18","          ","01","영업/정상","13","영업중","          ","          ","          ","02-985-9989","          ","서울특별시 강북구 미아동 190-1 한국전력 강북성북지사","서울특별시 강북구 도봉로 242, 한국전력 강북성북지사 1층 (미아동)","01132","365올리브약국","2022-03-21 09:38:25","I","2026-03-26 22:34:09","202132.411670676    ","458690.802597361    ","87","2022-03-18"
